"GeneID","GeneName","control.Expression","treat.Expression","log2FoldChange","pvalue","padj","Up.Down.Regulation","shNC_HT29.1","shNC_HT29.2","shNC_HT29.3","shHMGA1_HT29.1","shHMGA1_HT29.2","shHMGA1_HT29.3"
"ENSG00000284634.1","AC092821.3",9.599511935,18.26375954,0.927950808,0.156852238,0.291870333,"*",0.24,0.34,0.17,0.65,0.24,0.77
"ENSG00000273247.5","AC097376.2",27.85704854,40.18528374,0.528624857,0.156841321,0.291870333,"*",0.51,0.54,0.36,0.73,0.39,0.76
"ENSG00000284968.1","AC093827.4",33.80730019,22.64135659,-0.578374407,0.156873739,0.291877444,"*",0.81,1.01,0.62,0.5,0.53,0.32
"ENSG00000157193.16","LRP8",1711.656564,1594.380562,-0.102397234,0.156946159,0.29197928,"*",15.63,15.45,15.4,16.85,13.76,13.11
"ENSG00000164938.14","TP53INP1",1511.591295,1404.646308,-0.105861212,0.157005938,0.292036211,"*",10.01,9.88,9.21,8.31,9.63,9.3
"ENSG00000152382.6","TADA1",622.6021557,683.9787466,0.135640925,0.157012139,0.292036211,"*",11.26,12.14,11.56,12.7,12.26,14.09
"ENSG00000276023.5","DUSP14",644.565215,706.2702207,0.131893935,0.157094287,0.292131591,"*",17.52,19.59,18.64,21.22,20.53,20.08
"ENSG00000077721.16","UBE2A",1759.120995,1883.430189,0.098507843,0.157098811,0.292131591,"*",45.81,45.81,44.83,50.18,45.02,47.95
"ENSG00000174840.9","PDE12",1597.177345,1713.136483,0.10111558,0.157166618,0.292224766,"*",10.65,11.29,10.61,11.17,11.71,11.94
"ENSG00000183900.4","AC099522.1",151.0440908,119.103653,-0.342752081,0.15729162,0.292330827,"*",2.59,2.6,2.66,2.62,1.25,2.4
"novel.23832","novel.23832",301.139102,262.5960584,-0.197584789,0.157285052,0.292330827,"*",1.88,1.7,1.7,1.71,1.4,1.53
"ENSG00000196505.11","GDAP2",528.4396756,478.3953145,-0.14353553,0.15729449,0.292330827,"*",4.97,4.58,4.76,5.28,4.21,4.05
"ENSG00000160392.13","C19orf47",597.5052613,659.3965103,0.142194835,0.15724662,0.292330827,"*",5.7,7.32,10.16,11.05,9.6,11.33
"ENSG00000227533.5","SLC2A1-AS1",35.45620007,24.11830198,-0.555909588,0.15734712,0.292395723,"*",1.08,0.94,1.21,0.68,0.74,0.58
"ENSG00000166401.14","SERPINB8",187.211064,217.0547383,0.213393218,0.157403146,0.292466916,"*",3.01,3.19,2.65,3.17,3.61,2.64
"ENSG00000174939.11","ASPHD1",293.3137985,257.2989626,-0.188999302,0.157566563,0.292737608,"*",8.95,10.58,8.41,7.17,9.99,8.47
"ENSG00000229980.4","TOB1-AS1",30.32934031,19.93549887,-0.60537441,0.157699278,0.292951207,"*",0.92,1.19,1.05,0.62,0.62,1.08
"ENSG00000186575.17","NF2",2643.750386,2498.374435,-0.081596257,0.157928771,0.293344518,"*",24.34,25.48,25.07,22.28,23.31,23.98
"ENSG00000234546.3","LNCTAM34A",14.21675844,23.00055239,0.694075956,0.157980638,0.293407847,"*",0.68,0.7,0.9,1.42,1.28,1.19
"ENSG00000138279.16","ANXA7",2895.387962,3060.56655,0.080042067,0.158005076,0.293420224,"*",53.74,57.66,53.95,54.93,58.83,56.29
"ENSG00000282572.2","AC215522.2",30.87907844,19.93136937,-0.631588864,0.158122108,0.29360453,"*",1.49,2.21,1.73,1.49,1.02,0.99
"ENSG00000127870.17","RNF6",1241.379606,1335.137512,0.10504399,0.158220853,0.293754843,"*",14.89,15.31,13.05,15.94,15.29,15.31
"ENSG00000225205.5","AC078883.1",43.77847532,30.48819938,-0.521970762,0.158298266,0.293799446,"*",1.08,1.36,2.29,1.17,1.05,1.2
"ENSG00000268606.5","MAGEA2",835.4396723,924.8378103,0.146664727,0.158297151,0.293799446,"*",16.45,20.36,21.19,21.63,22.54,20.67
"ENSG00000100994.12","PYGB",4229.226841,4555.352592,0.107168782,0.158290644,0.293799446,"*",36.58,37.96,40.82,37.74,47.54,43.31
"ENSG00000162959.13","MEMO1",878.3679871,949.9901211,0.113087036,0.158323616,0.293813464,"*",31.52,30.45,29.46,34.24,31.16,33.57
"ENSG00000244694.7","PTCHD4",109.3362388,133.5091047,0.288166479,0.158484559,0.294079081,"*",1.39,1.28,1.55,1.88,1.48,1.84
"ENSG00000180357.9","ZNF609",2784.887665,2564.091352,-0.119171472,0.158641245,0.29433674,"*",11.64,12.08,10.83,12.2,9.67,10.12
"ENSG00000165637.13","VDAC2",6846.673252,7183.55807,0.069295435,0.158725077,0.294459186,"*",201.5,201.72,211.61,217.6,221.43,219.99
"ENSG00000198900.6","TOP1",12070.98824,11518.6457,-0.06757269,0.158760231,0.294491309,"*",121.73,122.79,115.23,109.58,119.19,117.37
"ENSG00000224424.7","PRKAR2A-AS1",58.45592142,43.63925884,-0.421722574,0.158849223,0.294591493,"*",1.26,1.27,0.76,0.91,0.99,0.77
"ENSG00000188859.6","FAM78B",55.22526703,39.242627,-0.492906867,0.158849928,0.294591493,"*",0.78,1.08,0.96,0.58,1.15,0.59
"ENSG00000138083.5","SIX3",35.24676287,48.65118697,0.46498424,0.158966311,0.294774214,"*",0.45,0.48,0.55,0.78,0.7,0.62
"ENSG00000276007.1","AC079414.3",16.79429658,26.41832312,0.653567526,0.159020033,0.294840715,"*",0.7,0.74,0.72,1.4,0.83,1.23
"ENSG00000236029.4","AL953854.2",180.5715022,151.2905112,-0.255248719,0.159066151,0.294893103,"*",4.67,4.09,3.51,3.15,2.16,3.14
"ENSG00000166263.13","STXBP4",824.3453194,753.4249821,-0.12978494,0.159105016,0.294932036,"*",6.73,7.42,7.27,6.36,5.95,5.94
"ENSG00000138138.13","ATAD1",2404.80231,2259.374655,-0.089994778,0.159136241,0.294956798,"*",31.47,29.63,28.6,28.62,27.38,27.86
"ENSG00000163162.8","RNF149",1152.769569,1073.111309,-0.103304429,0.159301915,0.295230727,"*",21.07,21.05,21.02,19.88,19.78,21.06
"ENSG00000189159.16","JPT1",10564.35463,11096.76566,0.070934605,0.159383375,0.295337212,"*",715.34,715.61,772.3,761.93,757.23,744.8
"ENSG00000198689.11","SLC9A6",841.581429,766.234458,-0.135316963,0.159395152,0.295337212,"*",7.89,7.9,7.41,8.32,6.69,6.03
"ENSG00000166278.15","C2",19.23955484,11.2712501,-0.771427885,0.159418578,0.29534747,"*",0.69,0.48,0.46,0.51,0.33,0.58
"ENSG00000186470.14","BTN3A2",985.5493001,910.2315737,-0.11469441,0.159457205,0.295385883,"*",11.64,14.44,12.62,11.09,10.34,12.06
"ENSG00000275764.1","AC092747.4",200.1330472,170.1921495,-0.233794922,0.159503779,0.295405866,"*",4.66,4.4,4.05,3.58,3.45,4.29
"ENSG00000162999.12","DUSP19",126.2690267,103.4320554,-0.287817424,0.159494908,0.295405866,"*",0.93,1.14,1.15,1.17,1.03,0.77
"ENSG00000141314.13","RHBDL3",421.9403561,370.3392588,-0.188191585,0.159626797,0.295600538,"*",3.47,4.3,4.59,3.71,3.06,3.43
"ENSG00000144597.14","EAF1",1874.806981,1757.073556,-0.093567484,0.15974573,0.295787602,"*",16.42,16.91,16.03,14.93,15.58,16.2
"ENSG00000163898.10","LIPH",446.9518611,495.1758139,0.147821396,0.159770123,0.295799592,"*",4.67,5.23,4.87,4.71,5.64,7.26
"ENSG00000178605.13","GTPBP6",305.6605069,348.4861664,0.189171228,0.159827229,0.295872137,"*",10.62,10.39,11.81,11.47,13.98,13.14
"ENSG00000130332.15","LSM7",1254.800306,1358.049454,0.114078231,0.159848901,0.295879079,"*",196.17,199.88,226.25,224.49,237.69,244.39
"ENSG00000084676.15","NCOA1",950.9663553,871.6844865,-0.125588266,0.15994066,0.296015735,"*",5.18,5.07,4.53,4.68,4.38,4.56
"ENSG00000142864.14","SERBP1",15896.18619,16615.33805,0.06383497,0.160277981,0.296606792,"*",239.2,245.96,234.01,244.97,257.94,264.68
"ENSG00000079150.18","FKBP7",242.1502055,210.0622396,-0.205085379,0.160484207,0.296955141,"*",8.6,10.43,11.4,7.77,9.22,8.64
"ENSG00000134463.15","ECHDC3",303.0266061,263.0527313,-0.20409244,0.160570395,0.297081323,"*",6.87,8.09,8.82,7.01,8.05,6.61
"ENSG00000235919.4","ASH1L-AS1",27.27252967,39.12717024,0.520722252,0.160807276,0.297486253,"*",1.8,1.3,1.42,2.12,2.42,2.1
"ENSG00000165905.18","LARGE2",1193.070709,1297.109928,0.120621203,0.160851583,0.297501545,"*",19.82,21.58,23.24,21.76,27.06,24.29
"ENSG00000279530.2","AC092881.1",28.55311949,18.17565186,-0.651641265,0.160838813,0.297501545,"*",0.33,0.58,0.31,0.31,0.25,0.23
"ENSG00000135821.18","GLUL",6822.91334,6463.989768,-0.077962978,0.161029966,0.297764752,"*",102.04,108.77,104.05,96.1,101.03,92.99
"ENSG00000119522.16","DENND1A",1023.173369,1104.118882,0.109844899,0.161020409,0.297764752,"*",10.56,12.76,12.58,11.98,13.32,14.55
"ENSG00000117650.13","NEK2",2379.22059,2588.876881,0.121837319,0.161069701,0.297804871,"*",47.82,48.36,46.58,58.19,43.93,52.61
"ENSG00000064652.11","SNX24",345.2310369,305.574004,-0.176040356,0.16114091,0.297903168,"*",8.71,10.5,8.91,8.05,8.02,9.31
"ENSG00000269243.1","AC008894.2",218.3947697,257.7076842,0.23879725,0.16120862,0.29796161,"*",11.19,9.08,9.89,9.5,14.31,12.19
"ENSG00000222011.9","FAM185A",115.4327345,139.6026344,0.274273764,0.161204604,0.29796161,"*",4.3,2.66,2.82,4.63,3.86,3.74
"ENSG00000198807.12","PAX9",163.3451945,193.0505693,0.241054796,0.161302369,0.298101513,"*",1.72,1.41,1.36,1.49,1.99,1.98
"ENSG00000239440.5","LINC02008",23.7883978,14.73120954,-0.691382215,0.161371941,0.298196705,"*",1.17,0.69,0.98,0.8,0.59,0.22
"ENSG00000063180.9","CA11",521.7214556,576.4866939,0.144007544,0.161675376,0.298723983,"*",17.37,16.82,17.27,16.59,17.05,14.13
"ENSG00000255526.6","NEDD8-MDP1",8.110907811,14.94927617,0.88214033,0.161812515,0.298943913,"*",0.59,1.19,0.7,1.44,1.55,1.71
"ENSG00000175874.10","CREG2",36.25369873,24.65497463,-0.556249423,0.161838806,0.29895903,"*",1.19,1.12,0.71,0.68,1.24,0.93
"ENSG00000132128.16","LRRC41",1766.996871,1588.855801,-0.153311289,0.16192144,0.299078211,"*",21.91,23.13,22.75,16.62,25.32,19.72
"ENSG00000114841.17","DNAH1",234.7242345,203.4629604,-0.206200621,0.161976088,0.29914568,"*",1.3,1.33,1.29,0.98,1.2,1.38
"ENSG00000136940.13","PDCL",1294.177435,1199.622869,-0.109454498,0.162053675,0.299222024,"*",15.14,15.67,14.11,15.68,13.59,13.05
"ENSG00000166881.10","NEMP1",1589.233887,1733.077239,0.125004492,0.162039701,0.299222024,"*",10.94,11.64,10.48,13.07,10.51,10.83
"ENSG00000197782.14","ZNF780A",448.5806566,501.8909125,0.162006413,0.162197893,0.299454822,"*",12.22,8.92,13.07,16.98,13.32,13.38
"ENSG00000188522.15","FAM83G",1903.538133,2024.326477,0.08875851,0.162331089,0.29966722,"*",13.35,13.23,14.01,13.47,15.11,14.7
"ENSG00000172508.10","CARNS1",63.2083809,47.90997844,-0.399789696,0.162365499,0.29969723,"*",0.81,0.67,0.52,0.83,0.35,0.46
"ENSG00000101654.17","RNMT",2446.57743,2300.115691,-0.089058515,0.16239782,0.299723378,"*",16.98,18.98,16.89,16.7,14.99,15.72
"ENSG00000175390.14","EIF3F",5122.355304,5415.579364,0.08030836,0.162640939,0.300104982,"*",213.62,248.06,230.71,235.37,283.39,259.74
"ENSG00000103540.16","CCP110",1148.695422,1267.416755,0.141894677,0.162628723,0.300104982,"*",9.1,8.63,7.89,11.28,8.62,9.61
"ENSG00000197728.11","RPS26",5671.216446,5959.756203,0.071595096,0.162870269,0.300494555,"*",532.05,559.83,572.42,581.29,608.53,603.85
"ENSG00000126768.12","TIMM17B",184.2581621,155.7436546,-0.242555143,0.162910558,0.3005353,"*",8.03,9.36,10.62,7.58,8.41,7.62
"ENSG00000135250.17","SRPK2",1831.319381,1714.745083,-0.094889299,0.162969443,0.30061034,"*",27.15,26.56,25.37,26.18,24.26,25.81
"ENSG00000169064.12","ZBBX",24.09013605,14.78244825,-0.704557315,0.16315258,0.300914528,"*",0.35,1.04,0.42,0.24,0.41,0.37
"ENSG00000108599.15","AKAP10",848.2833128,781.0045616,-0.119215207,0.163250395,0.301061301,"*",8.8,9.36,8.65,8.94,8.96,8.92
"ENSG00000198892.6","SHISA4",268.3994745,229.8702341,-0.223562184,0.163281135,0.301084359,"*",9.54,9.37,10.32,7.03,10.06,8.71
"ENSG00000270673.1","YTHDF3-AS1",32.38530006,21.70704465,-0.577175791,0.163505425,0.301430604,"*",3.03,2.14,2.61,1.55,2.05,1.78
"ENSG00000186472.20","PCLO",325.516367,285.2944152,-0.190278578,0.163492049,0.301430604,"*",1.37,1.71,1.45,0.92,1.07,1.38
"ENSG00000074319.13","TSG101",1972.829586,1849.348334,-0.093249352,0.163547953,0.301475341,"*",54.34,61.11,60.11,56.44,53.25,58.58
"ENSG00000151445.16","VIPAS39",633.4494176,577.0329228,-0.134575787,0.16367405,0.301674097,"*",10.81,9.44,10.46,9.92,9.6,9.46
"ENSG00000182175.14","RGMA",385.0490746,344.1208227,-0.162127137,0.163975927,0.302095589,"*",5.62,4.81,5.64,4.54,4.79,4.73
"ENSG00000175294.5","CATSPER1",31.81366547,20.5359519,-0.631494782,0.163960467,0.302095589,"*",1.92,1.89,1.37,0.59,1.59,0.94
"ENSG00000110844.13","PRPF40B",759.2194682,692.3076232,-0.133103753,0.163948246,0.302095589,"*",11.43,10.55,11.67,9.59,10,11.15
"ENSG00000109606.13","DHX15",7580.661042,7944.37232,0.067609579,0.163925767,0.302095589,"*",103.8,109.21,101.55,112.34,111.47,112.52
"ENSG00000273702.1","AC091271.1",56.33649312,41.51437491,-0.440458785,0.164004644,0.30210808,"*",1.79,2.11,2.74,1.59,1.55,1.83
"ENSG00000197576.13","HOXA4",29.07687458,19.09440574,-0.606722184,0.164019306,0.30210808,"*",0.95,0.91,0.88,0.6,0.68,0.48
"ENSG00000133794.17","ARNTL",724.3951716,651.8009405,-0.152345496,0.164065862,0.30216012,"*",10.31,12.98,10.63,13.01,9.2,9.92
"ENSG00000105698.16","USF2",1747.66915,1884.03016,0.108389965,0.164105625,0.302199639,"*",44.67,42.29,48.87,43.36,53.25,47.27
"ENSG00000137288.10","UQCC2",897.357271,989.0359593,0.140340486,0.164139846,0.302228944,"*",69.4,62.72,75.65,63.31,71.76,70.38
"ENSG00000151657.12","KIN",442.2010876,396.2652194,-0.158236227,0.164192435,0.302292061,"*",8.16,7.83,8,7.75,8.82,8.93
"ENSG00000163170.12","BOLA3",525.7060167,581.9294985,0.146588133,0.164230562,0.30232854,"*",68.47,75.41,78.68,90.86,81.37,82.96
"ENSG00000183018.9","AC118754.1",174.4829484,146.1915301,-0.255226325,0.164286898,0.302398529,"*",2.38,2.44,2.68,2.33,1.92,1.81
"ENSG00000229809.8","ZNF688",75.55688701,94.76774692,0.326832875,0.164398271,0.302569794,"*",1.67,1.98,1.72,3.54,3.22,2.09
"ENSG00000204267.14","TAP2",1770.598182,1914.842518,0.1129889,0.164417116,0.302570747,"*",20.35,23.26,21.54,29.6,20.91,24.37
"ENSG00000271109.1","AC008555.4",87.25870511,69.2754242,-0.332955425,0.16451212,0.302711836,"*",4.7,4.23,4.61,3.51,3.74,3.86
"ENSG00000240184.7","PCDHGC3",34.82346074,50.13992577,0.525900276,0.164575209,0.302794175,"*",0.35,0.49,0.88,1,0.76,0.79
"ENSG00000237484.5","LINC01684",14.5519687,7.897693924,-0.881710983,0.164655439,0.302908028,"*",0.18,0.22,0.19,0.13,0.08,0.11
"ENSG00000197275.14","RAD54B",852.6252736,942.4114117,0.144445188,0.164775482,0.303095089,"*",10.1,10.95,10.49,14.17,11.13,13.53
"ENSG00000108771.13","DHX58",38.3937828,25.26432485,-0.603771084,0.164881266,0.303255884,"*",2.57,0.96,1.6,1.4,0.64,1.27
"ENSG00000013619.14","MAMLD1",359.667567,304.8738191,-0.238451806,0.165010466,0.303459707,"*",2.98,2.9,2.82,3.13,1.95,2.51
"ENSG00000142606.16","MMEL1",62.88463152,47.19048122,-0.414211594,0.16504416,0.303487863,"*",1.2,2.04,1.98,1.81,1.2,0.82
"ENSG00000168701.19","TMEM208",583.0940923,644.3013618,0.144006938,0.165141477,0.303632993,"*",37.79,40.76,43.6,41.84,49.67,47.04
"ENSG00000153208.16","MERTK",280.3336354,239.3871621,-0.227799069,0.165162933,0.303638626,"*",3.5,3.76,3.15,3.51,2.35,3.04
"ENSG00000224536.2","AC096677.1",233.9291892,268.6909274,0.199875719,0.165194478,0.303662804,"*",4.57,4.38,4,4.99,4.68,4.9
"ENSG00000186115.13","CYP4F2",21.82475431,12.84607702,-0.764637561,0.165423397,0.304049751,"*",0.24,0.54,1.13,0.17,0.35,0.23
"ENSG00000161920.10","MED11",196.7358556,228.7237901,0.217346515,0.16548007,0.304120057,"*",12.58,12.64,12.56,17.05,13.75,14.63
"ENSG00000236088.9","COX10-AS1",163.239654,137.5285961,-0.247259932,0.165568492,0.304248691,"*",5.63,5.54,5.22,4.33,4.38,4.06
"ENSG00000083312.17","TNPO1",4671.762078,4416.790567,-0.080968378,0.165783283,0.304609484,"*",33.85,36.61,30.55,33.33,27.77,28.59
"ENSG00000126583.11","PRKCG",144.7200213,121.0277632,-0.257926493,0.165828357,0.304658396,"*",1.6,1.82,1.88,1.61,1.45,1.47
"ENSG00000083838.15","ZNF446",179.8400353,208.4486977,0.212978135,0.165952358,0.304738527,"*",3.2,3.05,3.17,3.6,3.88,3.6
"ENSG00000126790.12","L3HYPDH",92.16994413,114.5684368,0.31384136,0.165964268,0.304738527,"*",5.69,5.95,5.36,5.75,8.04,6.28
"ENSG00000261286.1","ATP2C2-AS1",24.42810133,35.35391964,0.533328439,0.165927562,0.304738527,"*",0.35,0.31,0.28,0.43,0.5,0.46
"ENSG00000160323.18","ADAMTS13",244.8333316,279.5304683,0.191205563,0.165931321,0.304738527,"*",2.5,2.57,3.28,3.68,2.82,3.32
"ENSG00000203709.11","MIR29B2CHG",12.6642677,21.54275884,0.766439361,0.165927689,0.304738527,"*",0.05,0.03,0.04,0.04,0.08,0.12
"ENSG00000185963.14","BICD2",2205.405587,2081.836219,-0.083187427,0.166009217,0.304753271,"*",14.08,14.5,13.57,13.04,13.29,13.58
"ENSG00000159377.11","PSMB4",6035.603982,6370.965396,0.078013853,0.165993405,0.304753271,"*",308.38,324.59,347.15,354.45,350.27,350.89
"ENSG00000106367.15","AP1S1",1997.297943,2157.736304,0.111469004,0.16612583,0.304933436,"*",79.65,80.75,92.13,87.66,100.09,101.2
"ENSG00000268205.1","AC005261.1",488.9054368,546.5393549,0.160769936,0.166155511,0.304954011,"*",4.07,3.96,4.61,4.17,4.86,5.22
"ENSG00000124097.7","HMGB1P1",17.93592593,27.8399388,0.634303815,0.16650963,0.305569973,"*",2.22,1.64,1.47,2.5,3.66,2.42
"ENSG00000286023.1","AP001924.1",827.1378805,745.2221685,-0.150457249,0.166573457,0.305653129,"*",2.43,2.83,2.06,1.8,2.51,2.16
"ENSG00000102878.16","HSF4",161.5443809,188.9162929,0.225816562,0.166623909,0.305689183,"*",8.11,7.98,6.19,6.33,7.12,9.02
"ENSG00000262580.5","AC087741.1",130.1117932,154.7091531,0.249806821,0.166630138,0.305689183,"*",2.76,2.93,2.16,3.38,2.59,2.91
"ENSG00000160588.10","MPZL3",227.4630355,197.1299153,-0.206485387,0.166673264,0.305734324,"*",2.39,2.08,2.55,1.83,1.93,2.13
"ENSG00000198246.9","SLC29A3",235.8124716,269.3860195,0.192034959,0.166705101,0.305758751,"*",4.42,4.35,3.98,4.69,5.1,4.72
"ENSG00000278864.1","AC055811.4",84.48101052,66.36335347,-0.348240301,0.166760713,0.305826773,"*",2.03,2.22,1.68,1.73,1.56,1.43
"ENSG00000281333.1","AC024941.2",101.7549356,81.65040275,-0.317566867,0.166811903,0.305886672,"*",2.58,2.38,2.93,1.86,2.66,2.15
"ENSG00000170312.15","CDK1",5079.783099,5516.857511,0.119079822,0.166857238,0.305935822,"*",115.27,115.33,108.84,142.73,105.3,130.71
"ENSG00000107485.17","GATA3",62.23568336,47.09294173,-0.402231153,0.166889801,0.305961547,"*",1.48,1.06,1.77,1.01,1.33,1.02
"ENSG00000182899.16","RPL35A",13135.20574,12367.15605,-0.086925021,0.16698411,0.306100451,"*",1514.31,1539.96,1677.61,1579.33,1625.85,1466.65
"ENSG00000163354.15","DCST2",20.39202843,30.45221049,0.578541666,0.16700281,0.306100743,"*",0.54,0.55,0.69,0.89,0.64,0.67
"ENSG00000167657.14","DAPK3",1658.981601,1532.757215,-0.114168691,0.167042894,0.306140224,"*",49.54,49.2,55.59,46.79,48.96,45.62
"ENSG00000153574.9","RPIA",1042.1305,1121.565634,0.1059781,0.16712402,0.306233216,"*",22.65,23.39,24.23,24.93,26.28,25.31
"ENSG00000246859.2","STARD4-AS1",42.85551639,58.18106569,0.441068801,0.167130733,0.306233216,"*",0.3,0.35,0.22,0.42,0.72,0.35
"ENSG00000197558.11","SSPO",57.97124842,42.42302809,-0.450489953,0.167171855,0.306254107,"*",0.45,0.35,0.92,0.56,0.33,0.19
"ENSG00000186567.12","CEACAM19",76.21472225,96.74350448,0.344095092,0.167179236,0.306254107,"*",1.88,2.04,1.23,2.2,2.38,2.13
"ENSG00000106392.10","C1GALT1",1086.585363,995.9434892,-0.125665728,0.167326505,0.306489878,"*",16.28,16.2,17.47,20.67,13.52,17.11
"ENSG00000280206.1","AC026401.3",152.8369313,128.6866152,-0.248131192,0.167353332,0.306505009,"*",8.65,8.75,9.18,7.4,7.72,7.76
"ENSG00000141252.20","VPS53",1562.198951,1661.726281,0.089104564,0.167457775,0.30656989,"*",9.06,10.47,8.6,10.07,9.84,9.59
"ENSG00000008516.17","MMP25",73.7999234,92.09682563,0.319532112,0.167441545,0.30656989,"*",0.92,0.83,0.91,1.36,1.29,1.42
"ENSG00000002746.15","HECW1",287.3133218,249.1634264,-0.205532571,0.167467996,0.30656989,"*",4.28,3.61,3.09,3.19,4.37,3.03
"ENSG00000164162.14","ANAPC10",383.9052533,342.2708562,-0.165611848,0.167481606,0.30656989,"*",20.83,20.9,23.28,18.42,17.22,19.92
"ENSG00000158457.6","TSPAN33",591.3280325,645.8050338,0.127140015,0.167424666,0.30656989,"*",9.9,9.02,8.77,9.45,10.66,10.4
"ENSG00000136758.18","YME1L1",6919.146133,7254.68052,0.068318072,0.167592967,0.306687139,"*",72.33,76.06,68.59,75.68,71.95,74.38
"ENSG00000111726.13","CMAS",1694.408298,1574.300576,-0.106070543,0.167601391,0.306687139,"*",41.16,39.73,40.63,36.07,39.87,41.18
"ENSG00000198542.14","ITGBL1",65.98925627,84.20859385,0.351736316,0.167586301,0.306687139,"*",1.21,1.12,1.2,1.14,1.49,1.5
"ENSG00000139990.17","DCAF5",1485.839157,1588.162223,0.096080333,0.167664855,0.306701285,"*",14.07,14.51,13.31,16.88,15.5,14.56
"ENSG00000160221.18","GATD3A",157.1041251,186.5632861,0.247944043,0.167653975,0.306701285,"*",6.86,7.59,7.97,9.17,10.92,9.47
"ENSG00000121289.18","CEP89",1014.082388,1100.875996,0.118477104,0.16766411,0.306701285,"*",10.45,13.17,10.65,12.66,11.11,12.43
"novel.5455","novel.5455",118.0394863,141.7879955,0.264465844,0.167708311,0.306730113,"*",2.57,2.43,2.05,2.74,2.82,3.02
"ENSG00000145248.7","SLC10A4",204.7136774,237.5103331,0.214382785,0.167717774,0.306730113,"*",3.7,3.88,3.91,3.78,4.91,4.78
"ENSG00000213463.5","SYNJ2BP",1603.312473,1481.66436,-0.11383695,0.16788455,0.306982107,"*",9.73,9.63,9.44,10.44,7.63,8.65
"ENSG00000198416.8","CTD-2173L22.4",186.4594594,159.5118357,-0.225198514,0.167903799,0.306982107,"*",2.04,1.86,1.85,1.59,1.63,1.8
"ENSG00000273154.3","AL121845.3",166.9657322,195.7650082,0.229570879,0.167911347,0.306982107,"*",2.22,2.01,1.92,2.41,2.44,2.59
"ENSG00000251026.1","LINC02163",24.68682022,15.64750913,-0.657808004,0.167977094,0.307019396,"*",3.54,3.13,2.36,1.94,1.86,2.17
"ENSG00000185418.16","TARSL2",539.863449,484.6857747,-0.155544803,0.167987534,0.307019396,"*",6.84,6.86,6.6,5.63,6.86,7.31
"ENSG00000278238.1","AL359513.1",24.56268649,15.59252132,-0.655614129,0.167952893,0.307019396,"*",2.61,3.2,3.68,1.77,1.98,2.51
"ENSG00000100319.12","ZMAT5",314.1855435,276.7800329,-0.18287693,0.168030815,0.307064503,"*",16.61,18.42,19.44,15.51,17.39,16.1
"ENSG00000228253.1","MT-ATP8",4765.990249,2437.323791,-0.967478078,0.168132483,0.307216289,"*",24178.55,13607.38,19564.08,20486.36,10308.93,9323.09
"ENSG00000247796.2","AC008966.1",164.8681981,192.9374851,0.226820327,0.168334228,0.307550883,"*",2.75,2.59,2.68,3.26,3.23,2.79
"ENSG00000247679.2","AC139795.2",24.82376937,15.67126063,-0.66360096,0.168353749,0.307552511,"*",0.59,0.53,0.66,0.35,0.51,0.3
"ENSG00000108587.15","GOSR1",1548.352003,1666.988825,0.106510942,0.168396476,0.307579426,"*",21.33,22.18,19.31,18.82,20.7,19.58
"ENSG00000168282.5","MGAT2",1058.794443,1142.013274,0.109156891,0.168405744,0.307579426,"*",14.62,16.04,14.71,15.33,16.88,17.15
"ENSG00000205763.13","RP9P",198.7488032,229.1472433,0.205328757,0.168529455,0.307771325,"*",4.3,4.79,3.99,5.22,4.91,5.65
"ENSG00000164944.12","VIRMA",3712.977094,3921.401689,0.078793017,0.168553082,0.307780426,"*",24.44,25.27,22.22,25.58,26.77,27.22
"ENSG00000162384.14","CZIB",663.8418708,726.4993826,0.130121944,0.168610804,0.307851777,"*",29.32,28.18,28.23,28.7,32.88,34.04
"ENSG00000184979.9","USP18",274.3857359,313.4125311,0.19185738,0.168722911,0.308022397,"*",5.28,5.31,4.74,6.65,5.72,5.35
"ENSG00000235072.2","AC012074.1",7.652301556,14.34072521,0.906152351,0.168808791,0.308118795,"*",0.32,0.14,0.16,0.43,0.41,0.35
"ENSG00000184481.16","FOXO4",555.4808331,498.6067469,-0.155834728,0.168813041,0.308118795,"*",7.37,6.99,7.52,7.96,6.13,7.33
"ENSG00000109133.13","TMEM33",2995.481356,2834.979923,-0.079449336,0.168848282,0.308149047,"*",29.82,29.19,26.43,31.72,29.74,29.63
"ENSG00000211450.10","SELENOH",2087.262856,2267.796079,0.119678623,0.168881864,0.308176268,"*",81.01,84.99,89.4,80.04,108.31,94.19
"ENSG00000253194.2","AL137009.1",58.66533359,43.13272155,-0.443725492,0.168922703,0.308216723,"*",1.44,1.38,1.13,1.31,0.91,0.73
"ENSG00000169957.10","ZNF768",1428.71915,1535.732892,0.104204965,0.169033954,0.308385627,"*",24.6,23.71,25.72,25.65,28.75,26.73
"ENSG00000247993.2","FOXD1-AS1",54.96579036,39.91791272,-0.461497707,0.169141867,0.308548408,"*",17.19,11.07,11.41,10.87,10.85,9.76
"ENSG00000281991.1","TMEM265",56.4044658,79.84147299,0.501328945,0.169268964,0.308712033,"*",3.21,1.3,3.76,2.73,3.79,5.49
"ENSG00000147121.16","KRBOX4",252.5313893,287.3419046,0.18630568,0.169257438,0.308712033,"*",6.92,7.95,6.24,6.41,7.69,6.67
"ENSG00000074842.7","MYDGF",2428.238937,2286.555512,-0.086734444,0.169293224,0.308722174,"*",113.45,110.39,119.84,109.29,109.14,111.41
